elements,blocks,threadsPerBlock,GPU,total global memory(KB),clock rate(KHz),multiprocessor count,async engine count,memory bus width,memory clock rate (KHz),L2 cache size (bytes),max threads per SM
50000,8192,400,0.004659,11268608,1635000,68,3,352,7000000,5767168,1024
50000,8192,512,0.004733,11268608,1635000,68,3,352,7000000,5767168,1024
50000,8192,750,0.004606,11268608,1635000,68,3,352,7000000,5767168,1024
50000,8192,1024,0.004287,11268608,1635000,68,3,352,7000000,5767168,1024
50000,16384,32,0.004312,11268608,1635000,68,3,352,7000000,5767168,1024
50000,16384,50,0.004459,11268608,1635000,68,3,352,7000000,5767168,1024
50000,16384,64,0.004586,11268608,1635000,68,3,352,7000000,5767168,1024
50000,16384,100,0.00456,11268608,1635000,68,3,352,7000000,5767168,1024
50000,16384,128,0.004659,11268608,1635000,68,3,352,7000000,5767168,1024
50000,16384,200,0.004837,11268608,1635000,68,3,352,7000000,5767168,1024
50000,16384,256,0.004679,11268608,1635000,68,3,352,7000000,5767168,1024
50000,16384,400,0.004844,11268608,1635000,68,3,352,7000000,5767168,1024
50000,16384,512,0.004591,11268608,1635000,68,3,352,7000000,5767168,1024
50000,16384,750,0.004855,11268608,1635000,68,3,352,7000000,5767168,1024
50000,16384,1024,0.004756,11268608,1635000,68,3,352,7000000,5767168,1024
50000,32768,32,0.005044,11268608,1635000,68,3,352,7000000,5767168,1024
50000,32768,50,0.004551,11268608,1635000,68,3,352,7000000,5767168,1024
50000,32768,64,0.004662,11268608,1635000,68,3,352,7000000,5767168,1024
50000,32768,100,0.00444,11268608,1635000,68,3,352,7000000,5767168,1024
50000,32768,128,0.004266,11268608,1635000,68,3,352,7000000,5767168,1024
50000,32768,200,0.004693,11268608,1635000,68,3,352,7000000,5767168,1024
50000,32768,256,0.004657,11268608,1635000,68,3,352,7000000,5767168,1024
50000,32768,400,0.004865,11268608,1635000,68,3,352,7000000,5767168,1024
50000,32768,512,0.004749,11268608,1635000,68,3,352,7000000,5767168,1024
50000,32768,750,0.004932,11268608,1635000,68,3,352,7000000,5767168,1024
50000,32768,1024,0.004571,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32,32,0.004728,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32,50,0.004957,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32,64,0.004678,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32,100,0.004504,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32,128,0.004673,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32,200,0.004709,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32,256,0.004819,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32,400,0.005008,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32,512,0.004711,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32,750,0.004867,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32,1024,0.004998,11268608,1635000,68,3,352,7000000,5767168,1024
100000,64,32,0.004704,11268608,1635000,68,3,352,7000000,5767168,1024
100000,64,50,0.004638,11268608,1635000,68,3,352,7000000,5767168,1024
100000,64,64,0.004651,11268608,1635000,68,3,352,7000000,5767168,1024
100000,64,100,0.004901,11268608,1635000,68,3,352,7000000,5767168,1024
100000,64,128,0.004845,11268608,1635000,68,3,352,7000000,5767168,1024
100000,64,200,0.004713,11268608,1635000,68,3,352,7000000,5767168,1024
100000,64,256,0.004904,11268608,1635000,68,3,352,7000000,5767168,1024
100000,64,400,0.005248,11268608,1635000,68,3,352,7000000,5767168,1024
100000,64,512,0.005092,11268608,1635000,68,3,352,7000000,5767168,1024
100000,64,750,0.005067,11268608,1635000,68,3,352,7000000,5767168,1024
100000,64,1024,0.00511,11268608,1635000,68,3,352,7000000,5767168,1024
