elements,blocks,threadsPerBlock,GPU
100000, 16384, 64, 0.294628
100000, 16384, 100, 0.336873
100000, 16384, 128, 0.293333
100000, 16384, 200, 0.316808
100000, 16384, 256, 0.291388
100000, 16384, 400, 0.317995
100000, 16384, 512, 0.296079
100000, 16384, 750, 0.334579
100000, 16384, 1024, 0.330499
100000, 32768, 32, 0.284109
100000, 32768, 50, 0.373469
100000, 32768, 64, 0.288894
100000, 32768, 100, 0.343114
100000, 32768, 128, 0.292146
100000, 32768, 200, 0.316933
100000, 32768, 256, 0.283272
100000, 32768, 400, 0.317967
100000, 32768, 512, 0.296246
100000, 32768, 750, 0.335432
100000, 32768, 1024, 0.330518
100000, 512, 32, 0.543961
100000, 512, 50, 0.383250
100000, 512, 64, 0.375527
100000, 512, 100, 0.330995
100000, 512, 128, 0.310678
100000, 512, 200, 0.313758
100000, 512, 256, 0.286058
100000, 512, 400, 0.317888
100000, 512, 512, 0.296304
100000, 512, 750, 0.335414
100000, 512, 1024, 0.330336
100000, 1024, 32, 0.376944
100000, 1024, 50, 0.360303
100000, 1024, 64, 0.311434
100000, 1024, 100, 0.334085
100000, 1024, 128, 0.283141
100000, 1024, 200, 0.314125
100000, 1024, 256, 0.286425
100000, 1024, 400, 0.318310
100000, 1024, 512, 0.296653
100000, 1024, 750, 0.335247
100000, 1024, 1024, 0.329525
100000, 2048, 32, 0.311804
100000, 2048, 50, 0.365656
100000, 2048, 64, 0.288918
100000, 2048, 100, 0.334927
100000, 2048, 128, 0.283111
100000, 2048, 200, 0.313547
100000, 2048, 256, 0.286341
100000, 2048, 400, 0.318044
100000, 2048, 512, 0.296379
100000, 2048, 750, 0.335101
100000, 2048, 1024, 0.330383
100000, 4096, 32, 0.279823
100000, 4096, 50, 0.363759
100000, 4096, 64, 0.289272
100000, 4096, 100, 0.340291
100000, 4096, 128, 0.283635
100000, 4096, 200, 0.318696
100000, 4096, 256, 0.291500
100000, 4096, 400, 0.318138
100000, 4096, 512, 0.296160
