elements,blocks,threadsPerBlock,GPU,total global memory(KB),clock rate(KHz),multiprocessor count,async engine count,memory bus width,memory clock rate (KHz),L2 cache size (bytes),max threads per SM
100000,128,256,0.00064,11268608,1635000,68,3,352,7000000,5767168,1024
100000,128,400,0.000735,11268608,1635000,68,3,352,7000000,5767168,1024
100000,128,512,0.000766,11268608,1635000,68,3,352,7000000,5767168,1024
100000,128,750,0.000798,11268608,1635000,68,3,352,7000000,5767168,1024
100000,128,1024,0.000782,11268608,1635000,68,3,352,7000000,5767168,1024
100000,256,32,0.00076,11268608,1635000,68,3,352,7000000,5767168,1024
100000,256,50,0.000745,11268608,1635000,68,3,352,7000000,5767168,1024
100000,256,64,0.000685,11268608,1635000,68,3,352,7000000,5767168,1024
100000,256,100,0.000724,11268608,1635000,68,3,352,7000000,5767168,1024
100000,256,128,0.000747,11268608,1635000,68,3,352,7000000,5767168,1024
100000,256,200,0.000741,11268608,1635000,68,3,352,7000000,5767168,1024
100000,256,256,0.000738,11268608,1635000,68,3,352,7000000,5767168,1024
100000,256,400,0.000793,11268608,1635000,68,3,352,7000000,5767168,1024
100000,256,512,0.000903,11268608,1635000,68,3,352,7000000,5767168,1024
100000,256,750,0.000787,11268608,1635000,68,3,352,7000000,5767168,1024
100000,256,1024,0.000807,11268608,1635000,68,3,352,7000000,5767168,1024
100000,512,32,0.00078,11268608,1635000,68,3,352,7000000,5767168,1024
100000,512,50,0.00062,11268608,1635000,68,3,352,7000000,5767168,1024
100000,512,64,0.000791,11268608,1635000,68,3,352,7000000,5767168,1024
100000,512,100,0.000665,11268608,1635000,68,3,352,7000000,5767168,1024
100000,512,128,0.000728,11268608,1635000,68,3,352,7000000,5767168,1024
100000,512,200,0.000641,11268608,1635000,68,3,352,7000000,5767168,1024
100000,512,256,0.000706,11268608,1635000,68,3,352,7000000,5767168,1024
100000,512,400,0.000575,11268608,1635000,68,3,352,7000000,5767168,1024
100000,512,512,0.00074,11268608,1635000,68,3,352,7000000,5767168,1024
100000,512,750,0.000762,11268608,1635000,68,3,352,7000000,5767168,1024
100000,512,1024,0.000777,11268608,1635000,68,3,352,7000000,5767168,1024
100000,1024,32,0.000743,11268608,1635000,68,3,352,7000000,5767168,1024
100000,1024,50,0.000713,11268608,1635000,68,3,352,7000000,5767168,1024
100000,1024,64,0.000757,11268608,1635000,68,3,352,7000000,5767168,1024
100000,1024,100,0.000823,11268608,1635000,68,3,352,7000000,5767168,1024
100000,1024,128,0.0008,11268608,1635000,68,3,352,7000000,5767168,1024
100000,1024,200,0.000781,11268608,1635000,68,3,352,7000000,5767168,1024
100000,1024,256,0.000909,11268608,1635000,68,3,352,7000000,5767168,1024
100000,1024,400,0.000807,11268608,1635000,68,3,352,7000000,5767168,1024
100000,1024,512,0.00071,11268608,1635000,68,3,352,7000000,5767168,1024
100000,1024,750,0.000748,11268608,1635000,68,3,352,7000000,5767168,1024
100000,1024,1024,0.000736,11268608,1635000,68,3,352,7000000,5767168,1024
100000,2048,32,0.000739,11268608,1635000,68,3,352,7000000,5767168,1024
100000,2048,50,0.000615,11268608,1635000,68,3,352,7000000,5767168,1024
100000,2048,64,0.000835,11268608,1635000,68,3,352,7000000,5767168,1024
100000,2048,100,0.000825,11268608,1635000,68,3,352,7000000,5767168,1024
100000,2048,128,0.000776,11268608,1635000,68,3,352,7000000,5767168,1024
100000,2048,200,0.000818,11268608,1635000,68,3,352,7000000,5767168,1024
100000,2048,256,0.000819,11268608,1635000,68,3,352,7000000,5767168,1024
100000,2048,400,0.000811,11268608,1635000,68,3,352,7000000,5767168,1024
100000,2048,512,0.000824,11268608,1635000,68,3,352,7000000,5767168,1024
100000,2048,750,0.000696,11268608,1635000,68,3,352,7000000,5767168,1024
100000,2048,1024,0.000749,11268608,1635000,68,3,352,7000000,5767168,1024
100000,4096,32,0.000642,11268608,1635000,68,3,352,7000000,5767168,1024
100000,4096,50,0.000636,11268608,1635000,68,3,352,7000000,5767168,1024
100000,4096,64,0.000776,11268608,1635000,68,3,352,7000000,5767168,1024
100000,4096,100,0.000641,11268608,1635000,68,3,352,7000000,5767168,1024
100000,4096,128,0.00083,11268608,1635000,68,3,352,7000000,5767168,1024
100000,4096,200,0.000764,11268608,1635000,68,3,352,7000000,5767168,1024
100000,4096,256,0.00083,11268608,1635000,68,3,352,7000000,5767168,1024
100000,4096,400,0.000833,11268608,1635000,68,3,352,7000000,5767168,1024
100000,4096,512,0.00073,11268608,1635000,68,3,352,7000000,5767168,1024
100000,4096,750,0.000751,11268608,1635000,68,3,352,7000000,5767168,1024
100000,4096,1024,0.000772,11268608,1635000,68,3,352,7000000,5767168,1024
100000,8192,32,0.000677,11268608,1635000,68,3,352,7000000,5767168,1024
100000,8192,50,0.000759,11268608,1635000,68,3,352,7000000,5767168,1024
100000,8192,64,0.000787,11268608,1635000,68,3,352,7000000,5767168,1024
100000,8192,100,0.000699,11268608,1635000,68,3,352,7000000,5767168,1024
100000,8192,128,0.000754,11268608,1635000,68,3,352,7000000,5767168,1024
100000,8192,200,0.000768,11268608,1635000,68,3,352,7000000,5767168,1024
100000,8192,256,0.000747,11268608,1635000,68,3,352,7000000,5767168,1024
100000,8192,400,0.000732,11268608,1635000,68,3,352,7000000,5767168,1024
100000,8192,512,0.000739,11268608,1635000,68,3,352,7000000,5767168,1024
100000,8192,750,0.000684,11268608,1635000,68,3,352,7000000,5767168,1024
100000,8192,1024,0.000806,11268608,1635000,68,3,352,7000000,5767168,1024
100000,16384,32,0.000841,11268608,1635000,68,3,352,7000000,5767168,1024
100000,16384,50,0.000859,11268608,1635000,68,3,352,7000000,5767168,1024
100000,16384,64,0.000867,11268608,1635000,68,3,352,7000000,5767168,1024
100000,16384,100,0.000842,11268608,1635000,68,3,352,7000000,5767168,1024
100000,16384,128,0.000769,11268608,1635000,68,3,352,7000000,5767168,1024
100000,16384,200,0.000681,11268608,1635000,68,3,352,7000000,5767168,1024
100000,16384,256,0.000887,11268608,1635000,68,3,352,7000000,5767168,1024
100000,16384,400,0.000774,11268608,1635000,68,3,352,7000000,5767168,1024
100000,16384,512,0.000775,11268608,1635000,68,3,352,7000000,5767168,1024
100000,16384,750,0.000851,11268608,1635000,68,3,352,7000000,5767168,1024
100000,16384,1024,0.000859,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32768,32,0.000815,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32768,50,0.00085,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32768,64,0.000875,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32768,100,0.000793,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32768,128,0.000743,11268608,1635000,68,3,352,7000000,5767168,1024
100000,32768,200,0.000804,11268608,1635000,68,3,352,7000000,5767168,1024
